DATE;DAY;MONTH;WEEKDAY;PM2.5(AQI);PM10(AQI);O3(AQI);NO2(AQI);SO2(AQI);PRECIPITATIONS(mm);TAVG(C);TMAX(C);TMIN(C);PRESSURE(hPa);WINDSPEED(km/h);HUMIDITY(percentage)
14/02/2018;14;2;3;36;21;20;32;2;0;8.6;12;6.7;1019.3;23.1;69.0
15/02/2018;15;2;4;59;26;10;28;3;0;7.9;10.8;3.5;1023.0;13.3;84.0
16/02/2018;16;2;5;74;26;28;24;3;0;9.4;15.8;6.1;1026.7;5.9;88.0
17/02/2018;17;2;6;69;9;31;17;4;0;9.1;14.5;5.4;1023.2;6.7;84.0
18/02/2018;18;2;7;25;8;29;24;5;0;7.6;14.7;-0.4;1025.0;9.1;69.0
19/02/2018;19;2;1;26;9;29;25;4;0;10.2;15.8;4.8;1021.2;8.6;58.7
20/02/2018;20;2;2;26;8;32;22;3;0;10.7;14.9;7.7;1018.3;19.7;59.4
21/02/2018;21;2;3;26;15;28;29;3;0;7.8;12.1;0.4;1015.4;26.9;53.2
22/02/2018;22;2;4;44;18;25;31;3;0;3.4;11.7;-4;1012.0;14.3;51.6
23/02/2018;23;2;5;51;23;32;37;3;0;2.9;11.4;-4.7;1009.8;10.0;46.2
24/02/2018;24;2;6;61;26;34;38;3;0;3.3;12.8;-5.5;1007.7;5.9;46.5
25/02/2018;25;2;7;70;30;24;51;4;0;4.7;14.9;-4.8;1010.3;6.3;47.8
26/02/2018;26;2;1;74;22;27;35;2;0;7.1;17.4;-2.6;1012.3;6.4;47.7
27/02/2018;27;2;2;62;15;26;34;1;17.7;3.1;4.8;1.8;1005.1;10.6;29.8
28/02/2018;28;2;3;54;8;35;22;1;19.8;7.6;13.1;3;1002.4;8.4;87.2
01/03/2018;1;3;4;30;11;30;31;2;24.2;10;12.7;6.3;990.9;19.7;89.8
02/03/2018;2;3;5;43;9;37;20;1;16;6.3;9.7;4.3;992.9;26.3;85.4
03/03/2018;3;3;6;36;7;34;18;1;9.1;9.5;13.3;6.5;998.0;17.4;89.4
04/03/2018;4;3;7;28;8;35;25;1;5.2;9.6;13.7;6.3;999.0;20.3;81.9
05/03/2018;5;3;1;28;9;30;25;1;1.6;7.8;9.7;6.5;997.4;17.3;75.6
06/03/2018;6;3;2;33;9;34;24;1;1.5;7.6;11.5;4.9;997.8;18.6;79.4
07/03/2018;7;3;3;33;12;23;30;1;2.1;7.8;11.5;3.8;1004.8;19.2;67.4
08/03/2018;8;3;4;44;13;20;29;1;0.4;8.2;11.6;5.1;1010.2;9.0;66.5
09/03/2018;9;3;5;46;8;27;23;1;7.8;11.1;12.2;10;1012.1;5.8;85.5
10/03/2018;10;3;6;28;8;36;13;1;21.4;11.2;12.8;8.3;1007.9;20.2;89.2
11/03/2018;11;3;7;26;9;34;19;1;1.1;8.5;11.8;6.9;1003.7;19.0;86.6
12/03/2018;12;3;1;27;13;29;28;1;2;9.8;13.7;7.6;1007.8;32.9;75.7
13/03/2018;13;3;2;39;11;41;28;1;0;10.1;14.6;6.4;1016.6;16.8;73.2
14/03/2018;14;3;3;39;8;38;21;1;26;9.3;13.6;5.1;1015.4;12.7;83.0
15/03/2018;15;3;4;27;8;34;23;1;0;9;13.1;7;1001.9;23.9;88.0
16/03/2018;16;3;5;27;8;35;21;1;2.4;7.8;11.6;5.6;1004.7;21.9;75.2
17/03/2018;17;3;6;29;7;38;21;1;8.3;6.6;9.6;3.8;1005.7;18.8;74.8
18/03/2018;18;3;7;26;8;36;24;1;0;8.9;13.3;5.7;1001.6;14.3;66.9
19/03/2018;19;3;1;29;8;35;19;4;4.7;6.6;10.8;4;1008.7;20.2;52.4
20/03/2018;20;3;2;25;9;41;19;4;0;5.4;9.7;3;1009.8;22.9;66.6
21/03/2018;21;3;3;30;13;40;31;2;0;6.1;12;1.5;1021.1;29.7;52.9
22/03/2018;22;3;4;40;18;28;36;3;0;6.3;14.6;-0.8;1025.8;23.2;47.6
23/03/2018;23;3;5;53;11;36;15;2;3.9;7.4;14.7;1.8;1020.8;7.0;55.6
24/03/2018;24;3;6;26;8;38;17;3;0;8.2;12.3;3.7;1006.5;26.5;72.7
25/03/2018;25;3;7;22;10;40;28;4;0;8.6;13.2;5.8;1006.5;30.3;54.4
26/03/2018;26;3;1;37;11;33;25;2;0;9.6;15.4;3.3;1016.3;10.0;58.8
27/03/2018;27;3;2;37;17;31;29;3;0;13.1;21.1;4.8;1024.3;8.5;55.6
28/03/2018;28;3;3;48;10;40;13;2;0;14;21.3;3.9;1022.6;8.9;59.6
29/03/2018;29;3;4;32;9;42;10;2;0.6;12.6;15.7;9.1;1012.8;17.9;48.8
30/03/2018;30;3;5;21;7;42;15;1;0.7;8.6;12.4;5.5;1007.9;26.4;57.1
31/03/2018;31;3;6;19;10;37;23;2;0;9.1;14.8;4.6;1007.3;24.5;62.8
25/06/2018;25;6;1;80;57;62;28;2;0;29.6;37.3;19;1012.0;7.1;36.2
26/06/2018;26;6;2;96;46;42;28;2;0;28.9;35.8;19.5;1011.9;8.9;40.1
27/06/2018;27;6;3;79;37;45;27;2;0;27.6;32.5;21.5;1012.4;11.3;42.7
28/06/2018;28;6;4;66;34;46;22;2;1;26.3;32.3;17.9;1011.6;10.1;50.2
29/06/2018;29;6;5;66;28;39;16;2;0.6;24.7;32.7;17.6;1007.4;10.5;45.1
30/06/2018;30;6;6;60;24;38;14;1;2;23.6;29.6;19;1006.0;9.2;59.7
01/07/2018;1;7;7;63;22;44;22;2;0;23.9;28.5;20;1007.6;12.6;54.2
02/07/2018;2;7;1;52;28;46;29;2;0;23;28.5;13.6;1011.1;12.8;46.5
03/07/2018;3;7;2;57;30;42;32;2;0;24.2;31.2;15.2;1014.7;13.5;48.9
04/07/2018;4;7;3;59;26;59;24;1;0;23.3;28.8;15;1013.2;10.1;39.6
05/07/2018;5;7;4;54;25;50;24;2;0;23.2;29.6;15.6;1015.7;15.7;40.3
06/07/2018;6;7;5;52;30;51;23;2;0;25.4;32.1;16.3;1017.8;8.3;42.1
07/07/2018;7;7;6;66;29;54;17;2;0;27.1;34.2;18.5;1015.8;8.6;38.8
08/07/2018;8;7;7;66;30;51;23;2;0;27.4;34.2;19.9;1014.6;9.3;38.9
09/07/2018;9;7;1;65;31;62;21;2;0;28.2;35.4;19;1015.8;10.3;41.9
10/07/2018;10;7;2;68;35;60;26;2;0;28.4;35.1;20.3;1014.7;12.6;38.7
11/07/2018;11;7;3;68;31;64;24;2;0;27.4;33.7;19.1;1012.4;9.7;39.3
12/07/2018;12;7;4;65;40;54;25;2;0;26.3;33.1;17.5;1010.5;12.8;40.2
13/07/2018;13;7;5;71;40;51;21;2;0;27.8;34.1;20.2;1011.9;8.0;42.4
14/07/2018;14;7;6;76;32;42;16;2;0;28;33.8;18.8;1012.5;12.4;37.3
15/07/2018;15;7;7;64;26;51;18;2;0;24.2;29.9;14.5;1014.0;13.3;30.8
16/07/2018;16;7;1;59;30;59;26;2;0;24.3;30.3;15.8;1014.4;17.8;37.8
17/07/2018;17;7;2;62;40;50;29;2;0;26.7;34.3;17.2;1016.4;9.8;42.4
18/07/2018;18;7;3;66;38;50;34;2;0;27.6;33.8;18.2;1011.5;7.4;34.6
19/07/2018;19;7;4;68;42;45;28;2;0;26.2;33.8;15.4;1012.3;12.2;35.0
20/07/2018;20;7;5;72;25;47;11;1;0;24.5;32.4;14.8;1012.0;12.5;29.6
21/07/2018;21;7;6;57;26;56;14;1;0;23.9;30.8;16.7;1012.5;14.5;46.0
22/07/2018;22;7;7;58;33;52;27;1;0;25.3;32.4;16.5;1012.2;11.0;48.3
23/07/2018;23;7;1;65;36;45;27;1;0;27.8;35.2;18.3;1012.5;6.7;44.2
24/07/2018;24;7;2;70;36;50;31;2;0;27.3;33.9;16.3;1011.4;9.7;32.4
25/07/2018;25;7;3;67;41;51;35;2;0;27.1;34.9;15.5;1011.6;12.4;29.9
26/07/2018;26;7;4;77;39;49;34;2;0;27.3;34.7;16.1;1010.9;9.2;31.4
27/07/2018;27;7;5;72;32;53;20;1;0;27.4;34.9;16;1010.2;10.8;29.6
28/07/2018;28;7;6;66;27;45;13;1;0;26.9;34.1;15.4;1010.1;13.0;31.3
29/07/2018;29;7;7;61;37;48;29;1;0;26.8;33.2;16.4;1011.5;14.6;27.0
30/07/2018;30;7;1;78;37;59;31;2;0;26.7;34.7;15.4;1013.6;11.4;28.5
31/07/2018;31;7;2;71;42;78;39;2;0;27.6;35.8;16.3;1013.6;8.1;28.6
01/08/2018;1;8;3;78;50;65;41;2;0;29.2;37.6;17.9;1012.9;7.9;29.4
02/08/2018;2;8;4;88;59;57;28;2;0;31.3;39.5;20.5;1013.7;7.3;28.6
03/08/2018;3;8;5;100;58;59;15;1;0;32.8;40.5;22.1;1013.9;7.7;30.0
04/08/2018;4;8;6;90;53;67;15;1;0;31.2;39.4;20.4;1014.5;11.9;28.1
05/08/2018;5;8;7;84;60;60;28;1;0;31.1;38;22.3;1014.3;12.4;28.5
06/08/2018;6;8;1;97;73;45;26;2;0;30.7;39;19.4;1012.9;6.9;27.5
07/08/2018;7;8;2;108;56;48;22;2;0;30.7;37.8;22.6;1009.7;10.6;27.5
08/08/2018;8;8;3;80;37;50;18;1;0;27.9;35.8;17.7;1008.7;12.8;32.6
09/08/2018;9;8;4;65;34;47;15;1;0;26.1;31.9;17.6;1009.0;15.6;28.4
10/08/2018;10;8;5;63;44;59;17;1;1.1;25.1;33.3;17;1016.4;13.9;39.5
11/08/2018;11;8;6;79;48;49;21;1;0;27.9;34.7;20.8;1018.1;8.1;51.3
12/08/2018;12;8;7;82;39;41;19;1;0;28.8;36.1;21;1015.4;7.4;45.5
13/08/2018;13;8;1;74;29;56;16;1;0;27.1;34;18.1;1011.1;11.3;40.1
14/08/2018;14;8;2;63;30;48;14;3;0;26.7;33.3;18.7;1012.2;12.4;39.3
15/08/2018;15;8;3;64;41;45;18;4;0;27.3;34.7;18;1014.8;8.9;37.9
16/08/2018;16;8;4;78;32;60;15;4;0;27.1;32.3;20.6;1012.1;8.6;42.8
17/08/2018;17;8;5;66;24;52;8;4;0;25.4;31.9;18.2;1013.5;10.7;46.3
18/08/2018;18;8;6;59;29;50;15;4;0;24.1;31.4;16.9;1016.0;12.8;47.1
19/08/2018;19;8;7;68;36;54;20;5;0;25.6;32.3;18.7;1016.9;8.6;39.1
20/08/2018;20;8;1;70;35;59;28;2;0;26.6;33;17.5;1017.3;5.8;39.8
21/08/2018;21;8;2;68;37;60;24;1;0;26.8;34.4;17.4;1015.3;6.6;35.8
22/08/2018;22;8;3;74;42;61;32;1;0;26.4;34.2;18.2;1013.4;8.6;35.0
23/08/2018;23;8;4;80;41;55;21;1;0;26.5;33.7;18.5;1015.0;8.1;43.2
24/08/2018;24;8;5;85;34;52;14;1;0;26.3;34.9;16.4;1015.3;8.8;41.2
25/08/2018;25;8;6;77;33;51;15;1;0;25.3;33.5;15.4;1014.5;10.6;39.0
26/08/2018;26;8;7;71;41;61;36;1;0;24.9;33;14.5;1012.7;9.7;37.9
27/08/2018;27;8;1;81;55;44;33;1;0;27.1;36;15.8;1012.8;6.9;38.4
28/08/2018;28;8;2;99;54;49;32;1;0;28;34.8;19.1;1012.5;8.4;28.8
29/08/2018;29;8;3;92;56;56;25;2;0;26.6;32.3;17.3;1012.5;13.6;31.4
30/08/2018;30;8;4;94;52;60;25;1;0;26.6;33.3;18.4;1015.5;8.3;41.7
31/08/2018;31;8;5;103;45;58;20;1;0;27.3;34.5;18.8;1015.4;8.0;43.4
01/09/2018;1;9;6;97;57;52;22;1;0;27.6;34.8;18.5;1015.0;8.5;40.0
02/09/2018;2;9;7;111;63;51;26;2;1;28.3;36;20.3;1013.7;6.9;37.4
03/09/2018;3;9;1;124;62;52;27;2;0;27;32.9;20.4;1010.5;8.7;41.9
04/09/2018;4;9;2;119;58;42;24;2;0;24.6;30.5;16.6;1009.1;10.4;45.9
05/09/2018;5;9;3;106;56;50;25;1;0;23.8;28.6;17.2;1010.5;8.0;44.9
06/09/2018;6;9;4;148;41;48;21;1;0;21.8;26.9;16.1;1012.0;12.1;48.2
07/09/2018;7;9;5;89;23;33;21;1;0.2;22.2;29.1;16.2;1013.6;13.4;52.3
08/09/2018;8;9;6;59;23;46;25;1;1.1;20.3;24.2;16.6;1014.0;9.0;56.3
09/09/2018;9;9;7;61;19;43;20;1;0;22;29.2;13.5;1018.0;6.9;73.8
10/09/2018;10;9;1;53;22;44;23;1;0;23;29.5;15.1;1019.1;8.8;50.5
11/09/2018;11;9;2;58;28;49;29;2;1.9;22.5;30;14.3;1021.9;7.6;57.0
12/09/2018;12;9;3;59;32;58;41;2;0;22.8;30.3;15.1;1021.1;7.9;58.8
13/09/2018;13;9;4;69;28;59;31;1;0;24.7;32.7;15;1019.2;5.2;60.6
14/09/2018;14;9;5;59;28;45;19;1;0;25.1;32.8;16;1016.2;6.6;46.9
15/09/2018;15;9;6;57;23;48;19;1;0;24.4;30.9;17.9;1016.1;6.7;46.8
16/09/2018;16;9;7;46;31;40;29;2;0;23.8;31.3;15.4;1018.7;8.0;57.7
17/09/2018;17;9;1;55;31;37;31;2;0.6;22.6;31.7;17.4;1017.5;6.7;50.2
18/09/2018;18;9;2;58;33;53;37;1;0;24.9;29.5;16.6;1014.7;8.8;61.4
19/09/2018;19;9;3;66;39;50;42;2;0;23.7;31.8;14.9;1017.1;6.6;63.6
20/09/2018;20;9;4;69;35;51;39;2;0;24.4;32.4;15.9;1018.8;6.5;52.3
21/09/2018;21;9;5;62;34;50;31;2;0;25.1;32.3;15.6;1016.7;8.1;51.7
22/09/2018;22;9;6;65;33;56;31;2;0;25.7;33.6;16.1;1018.5;8.6;43.3
23/09/2018;23;9;7;65;22;37;22;2;0;25.7;34.3;15.8;1020.9;7.4;39.5
24/09/2018;24;9;1;47;31;45;32;2;0;26.1;33.2;18.4;1020.3;10.0;37.3
25/09/2018;25;9;2;52;33;33;19;2;0;23.9;31.5;15.3;1020.0;8.3;36.0
26/09/2018;26;9;3;54;36;41;34;2;0;23.2;28.2;19.5;1021.2;8.6;52.5
27/09/2018;27;9;4;59;37;43;40;2;0;21.8;28.3;14.2;1027.2;9.3;62.0
28/09/2018;28;9;5;61;35;47;34;2;0;21.9;29.5;13;1023.1;5.1;57.1
29/09/2018;29;9;6;66;32;46;31;2;0;21.6;29.7;12;1017.2;6.0;47.4
30/09/2018;30;9;7;67;22;37;23;2;0;22.1;30.1;12.4;1015.1;7.0;45.0
01/10/2018;1;10;1;47;25;30;29;2;0;19.8;26.3;13.8;1016.6;9.9;30.7
02/10/2018;2;10;2;40;32;28;34;2;0;17.8;27.1;7.7;1020.7;11.0;37.8
03/10/2018;3;10;3;44;35;33;41;2;0;19.4;27.9;10.9;1021.6;8.1;28.1
04/10/2018;4;10;4;52;39;41;45;3;0;19.6;28.5;9.1;1020.1;6.5;37.1
05/10/2018;5;10;5;67;39;45;40;2;0;19.2;28;9.9;1017.4;6.3;40.9
06/10/2018;6;10;6;69;24;34;11;2;0;19.6;28.6;9.4;1015.4;6.0;47.0
07/10/2018;7;10;7;41;21;29;23;2;0;15.5;20.2;10.1;1014.6;13.0;38.5
08/10/2018;8;10;1;29;48;31;23;3;0;14;20.5;5.5;1018.7;11.4;49.1
09/10/2018;9;10;2;35;29;24;27;3;21.5;13.6;21;6.8;1015.3;6.1;54.5
10/10/2018;10;10;3;48;28;20;28;2;1.2;14.9;20;12;1010.2;11.7;74.3
11/10/2018;11;10;4;64;20;22;20;2;4.8;17.3;22;12.1;1009.3;5.4;86.3
12/10/2018;12;10;5;56;25;30;34;3;0;18.9;22.5;15.4;1016.0;12.6;82.6
13/10/2018;13;10;6;64;18;31;15;2;3.2;19.1;26.3;12.9;1021.0;5.6;84.0
14/10/2018;14;10;7;50;18;25;24;3;0.3;15.9;18.9;11.9;1009.9;12.7;68.4
15/10/2018;15;10;1;44;25;26;31;4;0;12.1;16.4;8.5;1009.4;14.4;69.6
16/10/2018;16;10;2;55;24;31;32;4;0;15;22.4;9.7;1012.5;8.6;81.2
17/10/2018;17;10;3;54;21;29;32;3;0;15.8;22.3;8.3;1016.8;4.6;70.4
18/10/2018;18;10;4;52;14;22;23;3;11.3;16.3;21.4;12;1012.2;8.7;62.0
19/10/2018;19;10;5;40;17;27;20;3;2.1;15.2;17.9;12.7;1010.7;12.6;76.0
20/10/2018;20;10;6;39;28;27;20;3;7.5;16.7;21.2;13.2;1016.2;10.7;87.2
21/10/2018;21;10;7;53;61;31;36;3;0.1;17;21.6;13;1020.3;7.5;82.7
22/10/2018;22;10;1;68;47;30;35;4;0;16.4;23.3;9.7;1020.8;7.3;82.9
23/10/2018;23;10;2;67;50;21;51;4;0;15.6;22.7;10.4;1023.2;5.3;49.9
24/10/2018;24;10;3;82;47;27;48;4;0;15.1;24.2;7.2;1026.0;4.4;75.2
25/10/2018;25;10;4;77;43;10;47;4;0;14.9;23.8;6.9;1022.2;4.0;67.4
26/10/2018;26;10;5;80;26;27;22;4;1.7;12.9;17.2;7.9;1017.2;6.3;64.2
27/10/2018;27;10;6;63;16;29;15;4;0.5;10.4;13;4.9;1011.4;6.1;83.4
28/10/2018;28;10;7;50;17;29;22;4;0;6.4;10.9;2.1;1004.4;14.6;68.7
29/10/2018;29;10;1;54;24;24;21;3;1.4;7.5;12.1;2.2;1004.9;16.8;57.1
30/10/2018;30;10;2;68;21;22;25;4;18.4;7.9;9.3;6.2;1004.4;19.7;56.3
31/10/2018;31;10;3;65;22;25;26;4;0.1;9.2;12.9;5.3;1001.6;12.0;93.0
01/11/2018;1;11;4;60;15;25;24;4;0;9.9;15.3;3.9;1007.8;9.3;83.9
02/11/2018;2;11;5;45;20;24;33;4;0;13.2;19.4;8.1;1018.5;9.5;67.0
03/11/2018;3;11;6;52;27;22;26;5;0;9.4;16.5;2.6;1023.1;9.1;69.1
04/11/2018;4;11;7;66;15;27;24;4;18.6;8.4;16.6;0.9;1019.6;6.0;70.7
05/11/2018;5;11;1;49;15;27;22;4;2.4;9.6;11.9;7.5;1007.3;12.7;78.3
06/11/2018;6;11;2;37;16;23;27;4;0;9.4;12.6;6.6;1008.0;22.0;78.7
07/11/2018;7;11;3;43;21;24;31;5;2.9;10.8;15;7.9;1013.6;18.5;77.0
08/11/2018;8;11;4;57;14;30;17;4;8;9.1;13.1;4.9;1018.0;8.0;88.7
09/11/2018;9;11;5;38;11;26;15;3;0;10.2;13.9;5.9;1016.2;14.1;78.8
10/11/2018;10;11;6;31;14;63;17;3;1.5;12.3;14.8;10.3;1018.0;20.2;74.2
11/11/2018;11;11;7;40;19;26;32;3;0;14.2;17.4;12.1;1014.3;18.5;89.7
12/11/2018;12;11;1;49;26;11;30;4;0.8;12.1;14.5;9.7;1012.8;11.7;81.5
13/11/2018;13;11;2;56;36;17;29;3;0;11.4;18.3;6.5;1020.2;4.7;89.6
14/11/2018;14;11;3;62;28;22;27;3;0.7;11.6;17.3;6.3;1024.7;3.5;85.3
15/11/2018;15;11;4;58;25;11;26;3;1.9;13.3;18.1;9.9;1019.6;3.6;86.3
16/11/2018;16;11;5;57;21;20;21;3;0.3;13.4;17;10.9;1018.5;4.6;86.4
17/11/2018;17;11;6;53;19;24;21;3;0;12.9;17.4;8.5;1017.8;3.9;83.7
18/11/2018;18;11;7;50;14;23;23;3;17.6;10.7;13.5;8.4;1011.3;4.5;80.8
19/11/2018;19;11;1;39;13;26;22;3;1.6;11.2;13.9;8.9;1004.5;7.6;89.8
20/11/2018;20;11;2;39;15;27;25;3;4;10.3;12.4;9.2;1001.2;11.6;80.3
21/11/2018;21;11;3;41;20;18;28;3;0.9;9.3;13.4;7.1;1005.1;20.3;83.2
22/11/2018;22;11;4;53;17;27;24;4;2.9;8.2;11.9;4.1;1015.1;9.3;87.5
23/11/2018;23;11;5;44;26;10;30;4;0;9.1;12.4;4.6;1014.8;6.6;84.4
24/11/2018;24;11;6;66;18;26;19;3;1.4;4.7;9;0.9;1017.3;10.0;81.5
25/11/2018;25;11;7;52;13;30;23;3;7.8;10.6;15.5;6.4;1015.1;4.4;91.8
26/11/2018;26;11;1;32;23;22;32;4;0;9.8;12.6;4.6;1008.8;21.3;78.6
27/11/2018;27;11;2;50;45;6;43;6;0;6.6;12.8;1.9;1021.5;9.1;75.6
28/11/2018;28;11;3;86;46;6;37;5;0;4.9;11.7;-0.3;1025.9;6.1;83.0
29/11/2018;29;11;4;91;31;68;33;4;3.5;5.3;12.7;-0.7;1025.5;4.8;88.3
30/11/2018;30;11;5;69;28;249;34;4;0;7.6;12.5;2.5;1020.5;6.3;82.8
01/12/2018;1;12;6;64;35;70;29;4;0;5.1;11.3;0;1025.1;4.2;82.9
02/12/2018;2;12;7;82;42;8;31;5;0;5.6;8.2;2.6;1025.5;4.8;86.7
03/12/2018;3;12;1;99;53;5;47;7;0;6.4;8;4.9;1026.4;3.8;92.0
04/12/2018;4;12;2;105;55;6;43;7;0;7.9;16.9;1.8;1027.4;4.7;94.7
05/12/2018;5;12;3;108;49;10;35;5;0;8.3;17.2;2.8;1026.4;4.9;90.2
06/12/2018;6;12;4;103;39;25;30;4;0;8.2;17.2;1.8;1028.8;4.3;88.7
07/12/2018;7;12;5;88;29;25;30;3;0;4.9;9.8;0;1029.8;5.0;85.8
08/12/2018;8;12;6;74;44;7;45;5;0;6.7;14.9;2.1;1029.8;5.5;93.2
09/12/2018;9;12;7;107;55;4;62;8;0;6.8;16.9;0.6;1032.0;4.9;86.3
10/12/2018;10;12;1;110;46;5;42;5;0;5.8;15.5;-0.2;1032.7;3.7;87.7
11/12/2018;11;12;2;85;40;13;32;4;0;5.5;13.2;-0.5;1028.1;3.5;76.9
12/12/2018;12;12;3;88;25;31;27;3;3.2;4.3;8.5;0.7;1024.3;4.2;81.4
13/12/2018;13;12;4;65;15;27;31;4;4.8;8.1;10;2.9;1017.6;9.2;92.7
14/12/2018;14;12;5;38;23;22;30;4;0;4.8;11.5;-0.6;1015.0;13.0;77.2
15/12/2018;15;12;6;57;17;30;17;3;0.1;4.6;9.6;-0.7;1026.8;7.3;79.6
16/12/2018;16;12;7;43;25;27;37;4;0.3;9.5;13.3;7.1;1024.9;10.7;89.5
17/12/2018;17;12;1;49;35;8;35;6;0;4.2;10.2;-1.2;1025.0;14.4;76.6
18/12/2018;18;12;2;68;28;19;29;4;0.3;3.3;7.8;-1;1026.0;5.4;83.9
19/12/2018;19;12;3;64;23;15;27;4;0;6.8;10.8;4.2;1030.1;5.4;86.3
20/12/2018;20;12;4;54;24;17;29;4;0;7.4;11.7;5.2;1023.7;10.2;88.1
21/12/2018;21;12;5;61;29;8;26;3;0;7.6;9;5.8;1026.0;8.1;89.7
22/12/2018;22;12;6;77;30;8;22;4;0;7.5;8.5;5.9;1030.5;3.9;90.2
23/12/2018;23;12;7;80;43;7;44;7;0.3;5.3;8.9;4.3;1034.0;6.3;94.2
24/12/2018;24;12;1;99;36;9;39;5;0;5.3;13.2;-0.8;1034.0;3.3;98.0
25/12/2018;25;12;2;80;34;7;43;5;0;5.6;14.5;0.4;1033.1;4.4;89.8
26/12/2018;26;12;3;73;49;2;43;6;0;5.1;13.3;0.1;1030.3;4.6;81.5
27/12/2018;27;12;4;101;46;14;37;6;0;4.1;11.9;-1.5;1030.6;4.4;85.1
28/12/2018;28;12;5;99;26;20;25;6;0;4.9;14;-1.7;1030.5;5.5;86.9
29/12/2018;29;12;6;62;21;15;30;5;0;5.7;13.8;-0.9;1029.0;7.2;79.4
01/01/2019;1;1;2;95;41;203;47;9;0;3.3;15.2;-3.5;1035.1;5.2;87.5
02/01/2019;2;1;3;85;29;13;37;6;0;2.3;13.5;-4.6;1033.1;4.1;72.2
03/01/2019;3;1;4;63;40;6;43;7;0;3.4;14;-3.4;1030.2;4.7;72.9
04/01/2019;4;1;5;79;39;5;44;6;0;2.6;14.4;-4;1031.3;4.6;69.8
05/01/2019;5;1;6;82;44;7;53;10;0;1.9;13.1;-4.8;1034.4;5.1;70.4
06/01/2019;6;1;7;102;33;9;50;9;0;2.9;15.7;-5.7;1034.8;5.5;71.6
07/01/2019;7;1;1;71;39;10;47;8;0;3.9;16;-4.4;1031.7;5.6;53.4
08/01/2019;8;1;2;70;29;10;40;7;0;3.5;14.4;-3.7;1031.5;5.7;52.5
09/01/2019;9;1;3;59;15;21;28;5;0;5;14.8;-2.5;1028.4;4.2;61.4
10/01/2019;10;1;4;40;26;17;42;6;0;3.6;10;-2.7;1021.7;10.6;63.8
11/01/2019;11;1;5;57;28;19;37;6;0;1.6;8.6;-4.2;1024.7;10.8;56.2
12/01/2019;12;1;6;64;33;12;38;5;0;2.1;11.2;-3.9;1030.2;7.6;64.2
13/01/2019;13;1;7;76;58;3;68;4;0;1.7;12.5;-4.9;1031.4;6.3;74.3
14/01/2019;14;1;1;122;56;10;47;5;0;3.7;15.4;-2.9;1028.4;3.9;76.3
15/01/2019;15;1;2;102;44;18;32;3;0;4.4;14.9;-1.8;1023.8;7.2;72.1
16/01/2019;16;1;3;86;46;11;33;4;0;3.3;11.5;-3.4;1021.9;4.5;71.4
17/01/2019;17;1;4;110;39;10;25;5;0;3.7;8.2;0.5;1019.4;5.9;79.6
18/01/2019;18;1;5;83;26;9;21;4;0;1.6;8.4;-3.4;1022.0;4.2;85.4
19/01/2019;19;1;6;67;17;21;15;5;4.5;0.5;5.1;-4.7;1020.6;5.3;79.6
20/01/2019;20;1;7;54;14;16;24;5;0;5.4;11;2.1;1013.5;7.9;93.1
21/01/2019;21;1;1;38;18;23;35;4;0;5.5;10.3;0.3;1018.7;15.4;69.9
22/01/2019;22;1;2;49;14;24;18;4;0;3.5;9.2;-1.5;1022.1;12.1;64.6
23/01/2019;23;1;3;31;15;24;28;3;0;10.8;14.5;7;1012.8;18.8;71.5
24/01/2019;24;1;4;34;16;17;35;5;0;11.1;16.3;5.3;1007.3;19.8;62.3
25/01/2019;25;1;5;36;19;22;33;4;0;10.9;15.6;4;1014.1;17.9;60.1
26/01/2019;26;1;6;46;12;26;14;3;0;5.1;14.4;-2;1021.5;13.9;66.7
27/01/2019;27;1;7;38;13;33;22;4;0;5.2;12.9;-2.2;1018.6;6.4;76.0
28/01/2019;28;1;1;27;16;28;23;4;0;7.5;14.5;-1.1;1017.9;12.3;60.9
29/01/2019;29;1;2;35;17;28;22;4;0.1;7.3;12.4;1;1017.1;17.3;62.6
30/01/2019;30;1;3;33;14;20;16;4;6.2;7.7;11.7;3.4;1012.6;21.8;61.5
31/01/2019;31;1;4;28;12;37;19;3;7.4;10.9;13.3;7.8;1007.4;21.5;73.6
01/02/2019;1;2;5;27;9;31;15;4;0.5;7.8;10.7;5.5;997.8;30.5;83.8
02/02/2019;2;2;6;25;10;26;16;5;0;5.1;9.5;1.2;998.3;29.5;64.2
03/02/2019;3;2;7;28;29;8;45;4;0;4.5;8.7;-0.2;1019.2;16.0;55.5
04/02/2019;4;2;1;66;44;10;51;7;0;2.8;11.8;-4.5;1030.2;11.9;63.7
05/02/2019;5;2;2;84;33;10;39;5;0;5.9;16.1;-1.7;1030.9;4.7;69.9
06/02/2019;6;2;3;69;41;7;46;7;0;6.9;16.2;-0.7;1029.4;5.3;73.4
07/02/2019;7;2;4;83;34;21;36;7;0;6.4;16.3;-0.8;1025.3;6.0;76.3
08/02/2019;8;2;5;72;29;15;30;5;0;6.6;15.3;-1.6;1024.8;4.9;71.8
09/02/2019;9;2;6;72;19;19;16;4;0;5.6;13;-0.4;1023.7;7.3;71.2
10/02/2019;10;2;7;52;15;23;27;5;0;7.9;13;0.5;1023.3;7.9;81.3
11/02/2019;11;2;1;32;19;24;29;6;0;8.9;14.4;1.5;1024.4;18.0;82.6
